timestamp,latitude,longitude,weather_condition,road_type,traffic_density,vehicle_type,accident_severity
2023-03-29 23:08:00,40.72048012319258,-73.96199406967357,Clear,Intersection,Low,Car,1
2023-03-30 00:24:00,40.88424962966554,-74.03909110043006,Rain,City Street,Low,Motorcycle,1
2023-03-30 05:03:00,40.80071635548289,-74.05407455434758,Fog,Intersection,Low,Motorcycle,1
2023-03-30 07:44:00,40.81554715403217,-74.04028670825389,Clear,Intersection,Congested,Motorcycle,1
2023-03-30 08:55:00,40.8655439495582,-73.81879119831748,Clear,City Street,Congested,Motorcycle,1
2023-03-30 11:14:00,40.800928211189614,-73.97818682727026,Rain,Intersection,Medium,Motorcycle,1
2023-03-30 13:49:00,40.77149662069838,-73.88953093785314,Fog,Highway,High,Truck,1
2023-03-30 14:21:00,40.789124138419986,-73.80910207604919,Rain,Highway,Medium,Car,1
2023-03-30 14:29:00,40.835247837060024,-73.90620841351607,Clear,Highway,Medium,Truck,0
2023-03-30 15:17:00,40.81555261349954,-74.00094569305413,Clear,Highway,High,Car,0
2023-03-30 16:05:00,40.77510159555246,-73.94669128040739,Snow,City Street,Congested,Car,2
2023-03-30 16:20:00,40.81302919411139,-74.00040253097288,Snow,Highway,High,Car,0
2023-03-30 18:15:00,40.77627369289734,-73.8041011036346,Rain,Highway,Medium,Truck,0
2023-03-30 22:38:00,40.70626435704443,-73.91964065835296,Snow,Highway,Congested,Motorcycle,2
2023-03-30 22:59:00,40.7250762457353,-74.09278869100007,Clear,Intersection,High,Car,1
2023-03-30 23:29:00,40.81782326876553,-73.96543354318628,Clear,Intersection,Medium,Motorcycle,2
2023-03-31 01:50:00,40.7229012392938,-74.06279910161275,Rain,City Street,High,Truck,0
2023-03-31 02:06:00,40.76404159683099,-73.81336135691136,Clear,Intersection,High,Car,0
2023-03-31 04:59:00,40.74368462573261,-73.89579042117582,Clear,Intersection,Medium,Car,0
2023-03-31 07:28:00,40.804596303021164,-74.01478941280476,Clear,Intersection,Medium,Motorcycle,0
2023-03-31 10:37:00,40.82397959035207,-73.84995836949598,Rain,City Street,High,Car,1
2023-03-31 11:59:00,40.865721226729754,-73.97769867314486,Rain,Highway,High,Car,0
2023-03-31 12:16:00,40.87593614092996,-74.08114479652265,Clear,Intersection,Medium,Car,1
2023-03-31 12:58:00,40.893631633245505,-73.81440971330898,Fog,Intersection,High,Car,1
2023-03-31 15:04:00,40.870696133305294,-73.86336772908737,Clear,City Street,Congested,Car,1
2023-03-31 15:20:00,40.818722643313876,-74.04944361717526,Snow,City Street,Medium,Car,0
2023-03-31 15:35:00,40.728340767605474,-73.9329996940989,Clear,City Street,Medium,Car,0
2023-03-31 16:37:00,40.72667931778816,-73.97991689777565,Clear,City Street,Low,Car,0
2023-03-31 18:27:00,40.89903436447481,-73.91086964129977,Fog,Highway,Medium,Bus,0
2023-03-31 18:48:00,40.82869438644914,-74.05820724502036,Rain,City Street,Medium,Truck,1
2023-03-31 20:06:00,40.76652952706683,-73.80822313897453,Snow,Intersection,High,Car,1
2023-03-31 23:12:00,40.88679907333533,-73.80554889320904,Rain,Intersection,High,Car,2
2023-04-01 01:55:00,40.77848896970851,-73.97958975428485,Rain,City Street,Medium,Car,1
2023-04-01 07:09:00,40.8403897001961,-73.89958166195139,Rain,Intersection,Medium,Truck,1
2023-04-01 07:31:00,40.85149523185196,-73.99921333778151,Rain,Rural Road,Low,Car,2
2023-04-01 13:05:00,40.847582010733,-73.95142666969372,Clear,Highway,Medium,Car,1
2023-04-01 13:07:00,40.716858437687485,-74.0963652883201,Clear,City Street,High,Car,2
2023-04-01 14:21:00,40.89403289290482,-73.96091870331273,Fog,Highway,Medium,Motorcycle,0
2023-04-01 17:03:00,40.8176210396484,-73.8104214392504,Clear,Intersection,Medium,Car,0
2023-04-01 17:20:00,40.815017272277025,-73.95462357504071,Rain,Highway,Medium,Car,0
2023-04-01 21:15:00,40.72440871240597,-73.8371376820837,Clear,Intersection,Medium,Truck,1
2023-04-01 21:36:00,40.72614530331346,-74.03376059460707,Rain,City Street,Medium,Car,1
2023-04-01 22:13:00,40.706721932463005,-74.02670523240938,Clear,Highway,Medium,Car,0
2023-04-01 23:12:00,40.859483581766646,-73.99212707962522,Clear,City Street,Medium,Car,0
2023-04-01 23:21:00,40.75476412385724,-74.04344336666746,Clear,Intersection,Low,Truck,0
2023-04-01 23:59:00,40.78373292269237,-73.86519517183305,Rain,Intersection,High,Car,2
2023-04-02 00:50:00,40.85704840433727,-73.87350949348019,Clear,Intersection,High,Car,1
2023-04-02 05:58:00,40.80031572998129,-73.87135003252138,Snow,Rural Road,High,Car,0
2023-04-02 08:53:00,40.81578743524107,-74.09450483783527,Rain,Highway,Low,Car,0
2023-04-02 12:24:00,40.804938268283856,-73.93707513326827,Clear,City Street,Low,Truck,2
2023-04-02 13:03:00,40.81502681088073,-73.95593783768356,Clear,Intersection,Medium,Truck,0
2023-04-02 14:07:00,40.73551440052633,-73.89855099899026,Clear,Highway,Congested,Motorcycle,2
2023-04-02 19:32:00,40.79236688691212,-73.99504829234797,Rain,City Street,Medium,Car,1
2023-04-02 20:38:00,40.72407999333626,-73.97695070548745,Snow,City Street,Medium,Motorcycle,1
2023-04-02 23:04:00,40.766259353860804,-74.00985629889405,Fog,Rural Road,Medium,Car,1
2023-04-02 23:34:00,40.87255770913428,-74.0231678725198,Clear,Highway,Congested,Truck,2
2023-04-03 03:36:00,40.72209676401321,-73.83317816486952,Clear,Rural Road,Congested,Motorcycle,0
2023-04-03 05:02:00,40.85664429141046,-74.0883025785885,Rain,Highway,Congested,Car,1
2023-04-03 05:16:00,40.85912826897709,-73.84428777075523,Clear,Intersection,Medium,Car,1
2023-04-03 09:27:00,40.83396666776326,-73.98865408611594,Clear,Highway,Medium,Motorcycle,1
2023-04-03 12:03:00,40.78839282178936,-73.83844932708003,Clear,Intersection,Medium,Car,0
2023-04-03 12:14:00,40.799335454715546,-73.8909776999371,Fog,Highway,High,Car,2
2023-04-03 12:48:00,40.726670401350724,-74.09641851001373,Clear,Rural Road,High,Car,2
2023-04-03 15:46:00,40.85227773302099,-74.06363193919793,Clear,City Street,Medium,Car,0
2023-04-03 17:27:00,40.80855470043196,-74.09769876021306,Rain,Rural Road,Medium,Motorcycle,0
2023-04-03 19:20:00,40.87962351672071,-74.03297180497509,Fog,City Street,Medium,Car,2
2023-04-03 21:14:00,40.8433107279558,-74.07325899607636,Snow,City Street,High,Truck,2
2023-04-03 21:26:00,40.853707619402286,-74.06288157354385,Fog,Highway,Medium,Motorcycle,0
2023-04-03 21:32:00,40.772587755845066,-73.8355394105965,Fog,City Street,Low,Car,2
2023-04-04 00:42:00,40.763392730739604,-74.0802177335822,Rain,City Street,Congested,Car,0
2023-04-04 00:44:00,40.80740181713651,-73.81086625907511,Rain,Highway,Low,Truck,0
2023-04-04 01:00:00,40.870844068593144,-73.99874832646576,Clear,Intersection,Medium,Car,1
2023-04-04 02:47:00,40.72727313077025,-73.95940918744331,Fog,City Street,Medium,Car,1
2023-04-04 06:58:00,40.766514698375325,-74.06110904935576,Clear,Intersection,Medium,Car,1
2023-04-04 07:57:00,40.749179586705296,-73.85320311489347,Snow,City Street,Low,Car,1
2023-04-04 09:04:00,40.823180946733316,-73.94697049989756,Rain,Rural Road,Medium,Car,1
2023-04-04 11:09:00,40.77319928165799,-74.00260578299883,Clear,City Street,Low,Car,0
2023-04-04 12:12:00,40.703819531120644,-73.80514843559416,Clear,City Street,Medium,Truck,0
2023-04-04 12:12:00,40.7443990090038,-73.977995944771,Rain,Intersection,Low,Car,1
2023-04-04 13:36:00,40.81356774926786,-74.03847552475617,Clear,City Street,Congested,Car,0
2023-04-04 13:51:00,40.72815566800245,-74.08454991016035,Clear,Intersection,Congested,Car,1
2023-04-04 16:04:00,40.85571276950935,-74.09571276898778,Clear,Highway,Congested,Car,1
2023-04-04 17:15:00,40.7972700230219,-74.04991379828866,Clear,City Street,Medium,Truck,0
2023-04-04 17:44:00,40.89948298652348,-73.96196901024712,Rain,Rural Road,High,Bus,1
2023-04-04 20:18:00,40.727887665429996,-73.92139847783329,Clear,Intersection,High,Car,1
2023-04-04 21:53:00,40.837140610277785,-73.84999931384841,Fog,City Street,Congested,Bus,1
2023-04-04 23:37:00,40.78006429649746,-74.0361181357103,Clear,City Street,Low,Car,1
2023-04-05 02:00:00,40.78316328251905,-73.90771554280128,Snow,Intersection,High,Car,1
2023-04-05 04:29:00,40.87370129413708,-73.9682498428337,Clear,Intersection,Medium,Truck,1
2023-04-05 05:31:00,40.78231275438021,-74.00091978350312,Rain,Rural Road,Medium,Motorcycle,1
2023-04-05 05:52:00,40.719932164969904,-73.92380484835958,Clear,Highway,Congested,Car,0
2023-04-05 05:56:00,40.81957698727252,-73.96170606399198,Fog,Highway,Congested,Car,1
2023-04-05 06:03:00,40.85979298050675,-73.92657152776208,Rain,Intersection,Congested,Motorcycle,2
2023-04-05 06:29:00,40.8142426649205,-73.84416639701053,Fog,Highway,Low,Car,0
2023-04-05 07:38:00,40.719108774912954,-73.98433559959787,Clear,Highway,Low,Car,0
2023-04-05 08:36:00,40.844819448554475,-73.86497330952837,Fog,Rural Road,Low,Car,2
2023-04-05 08:58:00,40.896827929408346,-73.81985661749701,Clear,Intersection,High,Motorcycle,0
2023-04-05 10:03:00,40.873792754569656,-73.80637562561535,Clear,City Street,Medium,Motorcycle,1
2023-04-05 11:22:00,40.81019784889924,-74.02223154147985,Clear,Rural Road,Medium,Car,0
2023-04-05 12:13:00,40.895323143798514,-73.88124998915683,Snow,Intersection,Congested,Car,0
2023-04-05 13:01:00,40.85343586568073,-73.85793858201933,Snow,Rural Road,Medium,Truck,1
2023-04-05 16:08:00,40.7421204985265,-74.08998578899961,Rain,City Street,Medium,Bus,0
2023-04-05 16:59:00,40.7196770985014,-73.85398076413699,Clear,City Street,Medium,Car,0
2023-04-05 18:50:00,40.85084626466991,-73.82309974818303,Clear,Intersection,High,Car,0
2023-04-05 23:31:00,40.82044918584106,-73.83146115555216,Fog,City Street,Medium,Truck,0
2023-04-05 23:54:00,40.8471803971737,-73.99351019070414,Clear,City Street,Congested,Car,1
2023-04-06 00:44:00,40.77613910713547,-74.09090501869944,Clear,Intersection,Low,Car,0
2023-04-06 02:58:00,40.79315403909958,-74.084308268375,Snow,City Street,Medium,Motorcycle,1
2023-04-06 05:07:00,40.76233022012193,-73.84651515793017,Clear,Highway,High,Car,0
2023-04-06 05:44:00,40.738926806551575,-73.97246915978143,Clear,Intersection,Congested,Car,0
2023-04-06 06:58:00,40.849889357586775,-73.86087481336527,Snow,City Street,Low,Car,0
2023-04-06 08:35:00,40.844580201489556,-73.91540219531454,Rain,Intersection,Medium,Car,1
2023-04-06 08:36:00,40.70860043308892,-73.84551172020743,Clear,Intersection,Medium,Motorcycle,0
2023-04-06 12:49:00,40.746303413649215,-74.01409816723356,Rain,Intersection,Medium,Motorcycle,0
2023-04-06 17:28:00,40.86455278709347,-73.91762731571791,Fog,City Street,Medium,Car,1
2023-04-06 17:52:00,40.76420268878573,-73.87369356223543,Rain,Intersection,High,Motorcycle,2
2023-04-06 19:21:00,40.76054587543794,-74.05321900825372,Clear,Rural Road,Medium,Car,0
2023-04-06 23:22:00,40.89316775501167,-73.98351066661543,Clear,Intersection,Medium,Car,1
2023-04-06 23:52:00,40.86356466498409,-73.94837372204208,Fog,Intersection,High,Car,1
2023-04-07 00:23:00,40.832711383911715,-73.84157784553375,Fog,City Street,High,Car,0
2023-04-07 04:56:00,40.788369617434775,-74.05679389258448,Snow,City Street,High,Car,1
2023-04-07 05:57:00,40.840193930915625,-74.05877535005206,Clear,City Street,Congested,Car,0
2023-04-07 10:25:00,40.82734416902728,-73.81947369598772,Clear,City Street,High,Motorcycle,1
2023-04-07 11:07:00,40.804476661085346,-73.94935198325315,Clear,City Street,High,Car,2
2023-04-07 15:07:00,40.8701415583457,-74.02844176820476,Clear,Highway,Medium,Car,1
2023-04-07 17:06:00,40.86150050502276,-74.00434386881554,Clear,City Street,Congested,Car,0
2023-04-07 18:18:00,40.74211555640584,-74.09110282632096,Rain,Intersection,High,Car,1
2023-04-07 22:30:00,40.7989885083804,-73.82792687045112,Clear,Rural Road,Medium,Car,0
2023-04-08 02:15:00,40.89857268672071,-73.92172392984003,Clear,Highway,Medium,Car,0
2023-04-08 03:36:00,40.76451567890067,-73.8891152126464,Rain,Highway,High,Car,2
2023-04-08 05:45:00,40.78985197838617,-74.06999628589303,Clear,Rural Road,Congested,Car,1
2023-04-08 08:34:00,40.80667897830136,-73.80658974333429,Fog,City Street,Medium,Car,1
2023-04-08 09:10:00,40.70958503519121,-74.02598837781748,Clear,Rural Road,Medium,Car,0
2023-04-08 10:44:00,40.79040571469294,-73.97275473598252,Clear,City Street,Low,Motorcycle,1
2023-04-08 11:25:00,40.78752312574767,-74.08954022810488,Rain,Intersection,Medium,Car,2
2023-04-08 12:27:00,40.7806520842445,-73.82127872554749,Clear,Rural Road,Medium,Car,0
2023-04-08 15:08:00,40.83895779971976,-74.07659439029977,Clear,Highway,Medium,Truck,0
2023-04-08 15:47:00,40.77576949297011,-73.82668034121784,Clear,Rural Road,High,Car,0
2023-04-08 17:29:00,40.87379027892016,-74.0323989265637,Rain,Rural Road,Medium,Car,0
2023-04-08 22:36:00,40.8402460304817,-73.8559361460005,Rain,Rural Road,High,Car,0
2023-04-08 23:21:00,40.70849575332636,-74.06881940310831,Rain,Highway,High,Motorcycle,2
2023-04-08 23:36:00,40.834481258719116,-73.81446971449802,Fog,City Street,Low,Car,0
2023-04-09 06:14:00,40.7910065238244,-74.02977220915017,Clear,City Street,Low,Car,0
2023-04-09 09:02:00,40.826825762173364,-74.06315203722758,Snow,Intersection,Congested,Car,1
2023-04-09 11:24:00,40.82582272398243,-73.86208148372893,Rain,Highway,Low,Car,0
2023-04-09 11:39:00,40.74969370488335,-73.92877942530716,Clear,Highway,Medium,Car,0
2023-04-09 12:40:00,40.79728932233821,-73.90469001059904,Snow,City Street,Low,Truck,2
2023-04-09 12:54:00,40.70369144510799,-74.05613032436153,Rain,Highway,Medium,Car,0
2023-04-09 13:21:00,40.8550596036795,-73.85529198682666,Snow,Highway,High,Motorcycle,2
2023-04-09 14:38:00,40.76781536967738,-74.02892546430998,Clear,Intersection,High,Car,1
2023-04-09 15:35:00,40.80043240215273,-73.89942347443251,Clear,Intersection,Congested,Car,0
2023-04-09 16:01:00,40.75686393739566,-74.08527337501529,Clear,Rural Road,Low,Car,0
2023-04-09 16:46:00,40.750690738774075,-73.95475826186461,Clear,City Street,High,Car,2
2023-04-09 17:10:00,40.846099629220184,-73.83679048628608,Clear,Intersection,Medium,Motorcycle,2
2023-04-09 17:29:00,40.83831407555361,-73.85522250269341,Rain,Highway,Medium,Truck,2
2023-04-09 19:14:00,40.85237915843758,-73.89915873035652,Clear,Highway,Medium,Car,0
2023-04-10 00:56:00,40.81139350675209,-73.95244949849402,Clear,Intersection,Medium,Car,1
2023-04-10 01:15:00,40.76054951409425,-73.97171175849378,Clear,City Street,Low,Car,1
2023-04-10 02:31:00,40.84174430074972,-74.08880983564156,Snow,Intersection,High,Truck,1
2023-04-10 04:32:00,40.75972920271735,-73.85090229582158,Fog,Highway,High,Car,2
2023-04-10 05:40:00,40.76413985700827,-73.98859109430597,Rain,Intersection,High,Car,0
2023-04-10 06:09:00,40.860103024919695,-73.89929669258113,Clear,Highway,Medium,Motorcycle,1
2023-04-10 07:23:00,40.74374806462082,-73.84232238344079,Clear,Rural Road,Medium,Car,0
2023-04-10 11:40:00,40.7293603263508,-73.91255305737197,Snow,Highway,High,Car,2
2023-04-10 11:44:00,40.70595995274592,-73.86360891977752,Snow,City Street,Medium,Car,0
2023-04-10 12:22:00,40.891166165936596,-73.98555928080185,Fog,Intersection,Medium,Car,0
2023-04-10 17:08:00,40.74715063600096,-73.82795635497106,Rain,Intersection,Congested,Motorcycle,1
2023-04-10 17:14:00,40.866707926308756,-73.8952570862852,Clear,City Street,Medium,Motorcycle,1
2023-04-10 20:07:00,40.763720874256535,-73.86937290704059,Fog,Rural Road,Medium,Car,1
2023-04-10 21:12:00,40.89619035947052,-73.84511188351667,Clear,City Street,Medium,Car,0
2023-04-10 21:21:00,40.78026718861989,-73.85224337374216,Rain,City Street,Low,Car,1
2023-04-10 22:18:00,40.787322912440345,-73.84854238956493,Rain,Rural Road,Medium,Car,0
2023-04-11 00:07:00,40.884357846621704,-73.88305757082377,Clear,Highway,Low,Car,1
2023-04-11 01:11:00,40.74850789465316,-73.97965045190189,Snow,City Street,Medium,Bus,1
2023-04-11 01:43:00,40.750041421435675,-73.82411595217403,Fog,Highway,Congested,Car,2
2023-04-11 05:51:00,40.863041275513126,-73.83246248655504,Rain,Intersection,Medium,Motorcycle,0
2023-04-11 06:33:00,40.82146491845155,-74.07217686146275,Fog,City Street,Medium,Car,1
2023-04-11 06:45:00,40.82793239680931,-74.05670925527644,Clear,Highway,Medium,Car,0
2023-04-11 11:02:00,40.75495805288436,-73.81263943203672,Snow,City Street,High,Bus,2
2023-04-11 12:17:00,40.78824917528624,-73.93806764392713,Fog,Intersection,Medium,Motorcycle,1
2023-04-11 15:47:00,40.7763376611498,-73.97862245008623,Clear,City Street,Low,Truck,0
2023-04-11 17:09:00,40.89493437910325,-73.82378606292937,Clear,Intersection,Congested,Truck,2
2023-04-11 18:09:00,40.79332415026777,-73.81514358714642,Fog,Intersection,Medium,Truck,2
2023-04-11 19:38:00,40.80018773834998,-73.929110968719,Rain,City Street,Congested,Car,0
2023-04-11 19:41:00,40.710605154205965,-73.97297498720812,Rain,Rural Road,Medium,Car,1
2023-04-11 20:57:00,40.81402539496578,-73.94726750028256,Rain,Rural Road,Medium,Car,0
2023-04-11 21:47:00,40.751379561208914,-73.99712111718054,Clear,Intersection,Medium,Car,0
2023-04-12 01:11:00,40.81831986458335,-73.82260575643225,Fog,City Street,High,Car,1
2023-04-12 01:40:00,40.856038385893605,-73.94799684686787,Clear,City Street,Medium,Car,0
2023-04-12 02:36:00,40.898017449126556,-74.00564925733372,Fog,Intersection,Medium,Car,1
2023-04-12 04:44:00,40.89259079071506,-73.92271348021785,Rain,Rural Road,Medium,Truck,0
2023-04-12 07:12:00,40.76499837905272,-73.95317952442088,Clear,Intersection,High,Car,1
2023-04-12 10:34:00,40.899404360912335,-73.91540964726799,Clear,City Street,High,Motorcycle,1
2023-04-12 16:00:00,40.79807160703304,-73.89136406298346,Fog,City Street,Medium,Truck,0
2023-04-12 16:11:00,40.82399325829257,-74.00142977444486,Fog,Rural Road,Low,Car,2
2023-04-12 22:21:00,40.808188472000985,-73.80888485316225,Clear,Highway,Low,Truck,0
2023-04-12 23:13:00,40.88952129908098,-73.90543088941929,Rain,Intersection,High,Motorcycle,0
2023-04-13 00:54:00,40.727948131912875,-73.8140843783395,Clear,Highway,Low,Car,0
2023-04-13 01:37:00,40.872074027456094,-73.82208919887024,Rain,Highway,Medium,Bus,0
2023-04-13 05:20:00,40.841363889002025,-74.02328030196793,Clear,Rural Road,Medium,Car,1
2023-04-13 05:59:00,40.797619403174565,-74.04360483837718,Rain,Intersection,Congested,Car,2
2023-04-13 08:41:00,40.83994127114998,-74.05820823999817,Rain,City Street,Medium,Car,0
2023-04-13 09:56:00,40.8290661625659,-73.80788612950748,Rain,Intersection,High,Car,2
2023-04-13 10:30:00,40.78979595481277,-73.97800948331307,Fog,Rural Road,Medium,Motorcycle,1
2023-04-13 16:13:00,40.898645213456106,-74.00924203763859,Clear,Intersection,Congested,Motorcycle,0
2023-04-13 17:53:00,40.77399329888117,-73.94324531195518,Clear,Intersection,Low,Car,0
2023-04-13 18:05:00,40.810666734484556,-73.94172834203415,Clear,Highway,High,Motorcycle,1
2023-04-13 19:28:00,40.71232837668737,-74.00325083449299,Clear,City Street,Medium,Car,0
2023-04-13 21:54:00,40.89553354353981,-74.02342319418936,Snow,Intersection,Medium,Car,1
2023-04-13 22:26:00,40.70611367346953,-74.05760550797916,Clear,Highway,Low,Truck,1
2023-04-14 00:30:00,40.850215838780485,-73.86735667709821,Clear,Intersection,Congested,Bus,0
2023-04-14 02:31:00,40.859341733508515,-73.99269687260826,Fog,City Street,Congested,Car,1
2023-04-14 03:38:00,40.77938641021233,-73.8284701136197,Clear,Intersection,Congested,Truck,0
2023-04-14 05:41:00,40.84149239804437,-74.03400085419884,Fog,Highway,Congested,Motorcycle,2
2023-04-14 08:54:00,40.79614818248194,-73.8887125792855,Snow,City Street,Low,Car,0
2023-04-14 10:11:00,40.704095416672445,-73.92711582201488,Clear,Intersection,Medium,Truck,0
2023-04-14 11:01:00,40.71066601364135,-74.01212677033857,Clear,Intersection,Low,Car,2
2023-04-14 11:21:00,40.84624276399926,-74.00340507381476,Fog,Highway,High,Car,1
2023-04-14 11:26:00,40.89419543831783,-74.08867225812047,Clear,Highway,Low,Truck,0
2023-04-14 11:52:00,40.77682136293516,-73.83569709923627,Rain,Intersection,Medium,Motorcycle,2
2023-04-14 12:11:00,40.76949155011572,-73.9204541680722,Clear,City Street,Low,Car,0
2023-04-14 13:14:00,40.84962905382063,-73.88930564448427,Clear,Rural Road,Low,Motorcycle,1
2023-04-14 13:31:00,40.740070170289684,-73.93062856241787,Rain,Intersection,Congested,Truck,1
2023-04-14 17:24:00,40.829905225749876,-73.84539362193512,Clear,Intersection,Low,Motorcycle,1
2023-04-14 19:34:00,40.780844008778644,-73.9542853861812,Rain,Intersection,Medium,Motorcycle,2
2023-04-14 19:45:00,40.88012334642039,-73.85779884878406,Rain,Intersection,Congested,Car,1
2023-04-15 00:13:00,40.72163723897601,-73.90583725965152,Clear,Intersection,Congested,Truck,0
2023-04-15 01:58:00,40.78989603173498,-73.96527068235525,Clear,City Street,Congested,Motorcycle,0
2023-04-15 02:18:00,40.82631069708839,-73.86013278684024,Rain,City Street,Medium,Bus,0
2023-04-15 02:57:00,40.88721470037255,-73.9682051076427,Snow,Rural Road,Medium,Car,1
2023-04-15 03:24:00,40.839443932161714,-73.84023417278108,Rain,City Street,Congested,Car,1
2023-04-15 04:57:00,40.80895733080604,-74.0356194014354,Clear,Intersection,Medium,Car,1
2023-04-15 06:03:00,40.7801690471307,-73.82344389786422,Clear,Intersection,Low,Car,1
2023-04-15 07:02:00,40.81994082730215,-73.99759961975063,Rain,Intersection,Low,Car,1
2023-04-15 09:09:00,40.80584901139189,-73.96728684971093,Snow,Intersection,High,Car,2
2023-04-15 09:43:00,40.88975934251173,-73.96308435333384,Clear,Intersection,Low,Truck,2
2023-04-15 13:03:00,40.821028439360575,-74.04943209838312,Clear,City Street,Medium,Truck,0
2023-04-15 14:02:00,40.790982028973566,-74.00028631803671,Rain,Intersection,Medium,Car,0
2023-04-15 20:43:00,40.88628206555861,-73.84327259867983,Clear,Rural Road,Medium,Car,0
2023-04-15 20:51:00,40.819692351649614,-74.07456059512609,Snow,Highway,Low,Motorcycle,1
2023-04-15 21:17:00,40.83594811157128,-73.91254884189118,Rain,Highway,Low,Motorcycle,1
2023-04-15 23:02:00,40.82360873582475,-74.06224839284589,Clear,City Street,High,Car,0
2023-04-15 23:56:00,40.79788983973711,-73.9010913358669,Clear,Intersection,High,Car,0
2023-04-16 03:29:00,40.86121643307899,-74.00447059017681,Rain,Intersection,High,Motorcycle,1
2023-04-16 03:53:00,40.82082312499619,-73.92358357024595,Clear,Rural Road,Medium,Car,0
2023-04-16 05:47:00,40.773654065089026,-74.09577407635113,Rain,Intersection,High,Car,0
2023-04-16 06:17:00,40.746618814172415,-73.88525412808838,Rain,City Street,High,Car,1
2023-04-16 08:54:00,40.78030325083692,-73.9124932357044,Clear,Rural Road,Medium,Motorcycle,1
2023-04-16 11:09:00,40.81624726897089,-74.08769859339156,Rain,City Street,Congested,Motorcycle,0
2023-04-16 12:05:00,40.72545850661902,-73.81836122707413,Snow,Intersection,Medium,Car,1
2023-04-16 12:47:00,40.79334306448078,-74.04163315164321,Clear,Highway,High,Car,1
2023-04-16 14:14:00,40.713026900288796,-73.98645748478178,Clear,Intersection,Medium,Car,0
2023-04-16 15:38:00,40.767697171713856,-73.80141497905748,Clear,City Street,Medium,Car,0
2023-04-16 21:44:00,40.77266944669297,-73.87099810919001,Rain,Intersection,Medium,Car,2
2023-04-16 23:03:00,40.79281405708625,-73.84107960112395,Clear,Highway,High,Motorcycle,0
2023-04-17 02:50:00,40.87266902090461,-73.87747505851281,Snow,City Street,Low,Car,1
2023-04-17 03:36:00,40.760730729147525,-74.03067671321335,Clear,Rural Road,Low,Truck,0
2023-04-17 06:48:00,40.731992583493536,-73.80658967637164,Rain,Intersection,Medium,Car,0
2023-04-17 06:53:00,40.71100959259885,-74.00047605249567,Rain,Intersection,Low,Car,0
2023-04-17 07:00:00,40.8727619750603,-73.90859675792166,Clear,City Street,Medium,Car,0
2023-04-17 07:05:00,40.82153551229774,-73.92546748206667,Fog,Intersection,High,Car,1
2023-04-17 07:41:00,40.83684574217761,-73.93883895402267,Fog,City Street,Low,Motorcycle,1
2023-04-17 10:52:00,40.73175158302242,-74.08968953822959,Snow,Intersection,Congested,Car,1
2023-04-17 17:35:00,40.831294303506034,-73.91636712674973,Snow,Highway,High,Truck,1
2023-04-17 22:02:00,40.88707919083674,-73.90813789483491,Clear,City Street,Medium,Motorcycle,0
2023-04-17 22:57:00,40.798552084799816,-73.98487782914614,Rain,Highway,High,Truck,2
2023-04-17 23:00:00,40.714006924726355,-74.02321390042502,Fog,Highway,Medium,Car,2
2023-04-18 01:54:00,40.828549209215055,-73.87021254860834,Clear,Rural Road,High,Car,1
2023-04-18 04:22:00,40.87879045211051,-73.8365456862587,Snow,Intersection,Congested,Truck,1
2023-04-18 11:13:00,40.80973537502988,-73.88849187133424,Rain,Intersection,High,Car,1
2023-04-18 11:50:00,40.887269389494215,-74.04562251251103,Snow,Intersection,High,Motorcycle,0
2023-04-18 12:33:00,40.759918531117044,-74.09732616474847,Clear,Intersection,High,Motorcycle,0
2023-04-18 16:03:00,40.71341353030806,-73.92108701469202,Fog,City Street,Low,Car,0
2023-04-18 16:11:00,40.83739121384556,-73.91544739510181,Clear,City Street,Medium,Car,0
2023-04-18 16:35:00,40.779045130144496,-73.90999459881337,Clear,Rural Road,Medium,Motorcycle,0
2023-04-18 17:12:00,40.89308002339481,-74.01127016064086,Clear,Highway,High,Car,0
2023-04-18 18:09:00,40.72709172298185,-73.82979618389399,Rain,Intersection,High,Car,0
2023-04-18 18:25:00,40.79000570240374,-74.01205784692257,Rain,Highway,High,Car,1
2023-04-18 18:28:00,40.77787737093354,-73.92473441361216,Fog,Rural Road,Medium,Car,0
2023-04-18 18:38:00,40.700023728982174,-73.80165513526435,Clear,Intersection,High,Car,0
2023-04-18 19:49:00,40.76940940519076,-73.80627448578701,Fog,Intersection,Low,Car,0
2023-04-19 00:28:00,40.78800126371987,-73.95674278922361,Clear,Intersection,Congested,Car,1
2023-04-19 02:38:00,40.75474012589772,-73.80394148924093,Rain,Intersection,Medium,Motorcycle,0
2023-04-19 06:46:00,40.87543172085323,-73.89790999354845,Fog,City Street,Medium,Truck,1
2023-04-19 09:30:00,40.82890296488696,-73.8090571532471,Clear,Intersection,Medium,Car,1
2023-04-19 10:16:00,40.895826783503544,-74.02041159732458,Rain,City Street,Medium,Car,0
2023-04-19 11:47:00,40.77315430379261,-73.82064099593859,Clear,City Street,High,Car,0
2023-04-19 14:19:00,40.816066438051585,-73.90900363219626,Clear,Highway,Low,Car,0
2023-04-19 14:42:00,40.848520264306515,-73.80883341405735,Clear,Intersection,High,Motorcycle,1
2023-04-19 15:21:00,40.78850189626585,-73.81720207706817,Rain,Intersection,High,Car,2
2023-04-19 18:23:00,40.75303124594107,-74.08965185133941,Clear,Intersection,Low,Car,2
